Title,Link,Snippet,Date Published,Keyword,Country,Date From,Date To,cosine_similarity,total_sum
Info Power News,https://usacac.army.mil/sites/default/files/documents/mccoe/iop/Info_Power_News_2019_Edition_3.pdf,"Jul 1, 2019 ... “China's leaders have benefited from what they ... ask for advice about jihadism, Islamic law, and the Islamic State. ... fake news"" tear. A Pew survey last year ...",,misinformation,China,30/6/19,1/7/19,0.3371808,500
Info Power News,https://usacac.army.mil/sites/default/files/documents/mccoe/iop/Info_Power_News_2019_Edition_3.pdf,"Jul 1, 2019 ... “China's leaders have benefited from what they ... ask for advice about jihadism, Islamic law, and the Islamic State. ... fake news"" tear. A Pew survey last year ...",,misinformation,China,1/7/19,2/7/19,0.3371808,501
Republican National Committee: News clippings and publications ...,https://www.eisenhowerlibrary.gov/sites/default/files/finding-aids/pdf/republican-national-committee-newsclippings.pdf,"Jul 4, 2019 ... International Law: (International Rules of Judicial Procedure) ... Foreign Policy - China The China Sell-Out. Foreign ... Stop the Lies! 1963 Tax Bill (1)-(6). 715.",,misinformation,China,4/7/19,5/7/19,0.33703396,502
Decoupling debunked: Evidence and arguments against green ...,https://eeb.org/wp-content/uploads/2019/07/Decoupling-Debunked.pdf,"Jul 8, 2019 ... in China (Pitron and Védrine, 2018). Let us take ... This means that because of unescapable laws of nature (here the entropy law), the technically feasible ...",,misinformation,China,7/7/19,8/7/19,0.35006928,503
Combatting Targeted Disinformation Campaigns,https://www.hsdl.org/c/view?docid=845040,"Jul 9, 2019 ... Support for government legislation promoting transparency and authenticity of online political content. We support passage of the Honest Ads Act, which would ...",,misinformation,China,8/7/19,9/7/19,0.50951505,504
Consultation and Selective Censorship in China,http://homepage.ntu.edu.tw/~yutzung/html/class-x/lecture/2.%20Consultation%20and%20Selective%20Censorship%20in%20China.pdf,"Jul 10, 2019 ... How likely is it that consultation-inspired, solicited criticism is influencing King et al.'s conclusions? Part of the answer lies in the data-generating ...",,misinformation,China,9/7/19,10/7/19,0.34421846,505
Consultation and Selective Censorship in China,http://homepage.ntu.edu.tw/~yutzung/html/class-x/lecture/2.%20Consultation%20and%20Selective%20Censorship%20in%20China.pdf,"Jul 10, 2019 ... How likely is it that consultation-inspired, solicited criticism is influencing King et al.'s conclusions? Part of the answer lies in the data-generating ...",,misinformation,China,10/7/19,11/7/19,0.34421846,506
"Artificial Intelligence, Data, Ethics: An Holistic Approach for Risks ...",https://shs.hal.science/halshs-02181597/document,"Jul 12, 2019 ... Data privacy regarding their consequences is analysed in several papers in relation with the legal country rules, Ram et al. (2016) for China, and Goodman and ...",,misinformation,China,11/7/19,12/7/19,0.3446736,507
"Artificial Intelligence, Data, Ethics: An Holistic Approach for Risks ...",https://shs.hal.science/halshs-02181597/document,"Jul 12, 2019 ... Data privacy regarding their consequences is analysed in several papers in relation with the legal country rules, Ram et al. (2016) for China, and Goodman and ...",,misinformation,China,12/7/19,13/7/19,0.3446736,508
Using Corrupt Practices as Foreign Policy Tools,https://ti-defence.org/wp-content/uploads/2019/11/DSP_CorruptionasStatecraft_251119.pdf,"Jul 15, 2019 ... China's claims in the South China Sea. ... cyber attacks, fake news, and the legal implications of ... portugal-wavers-xi-jinping-presses-europe-belt-and-road. 90 ...",,misinformation,China,14/7/19,15/7/19,0.4584208,509
Can presidential misinformation on climate change be corrected ...,https://journals.sagepub.com/doi/pdf/10.1177/2053168019864784,"Jul 15, 2019 ... We once again asked all subjects to rate their level of agreement with Trump's misstatement. In both experiments, after measuring factual beliefs we asked a ...",,misinformation,China,14/7/19,15/7/19,0.52744806,510
Using Corrupt Practices as Foreign Policy Tools,https://ti-defence.org/wp-content/uploads/2019/11/DSP_CorruptionasStatecraft_251119.pdf,"Jul 15, 2019 ... China's claims in the South China Sea. ... cyber attacks, fake news, and the legal implications of ... portugal-wavers-xi-jinping-presses-europe-belt-and-road. 90 ...",,misinformation,China,15/7/19,16/7/19,0.4584208,511
Can presidential misinformation on climate change be corrected ...,https://journals.sagepub.com/doi/pdf/10.1177/2053168019864784,"Jul 15, 2019 ... We once again asked all subjects to rate their level of agreement with Trump's misstatement. In both experiments, after measuring factual beliefs we asked a ...",,misinformation,China,15/7/19,16/7/19,0.52744806,512
Taiwan and the CCP's “Public Opinion Warfare”,https://www.pf.org.tw/wSite/public/Attachment/003/f1646210656078.pdf,"Jul 29, 2019 ... Lin Ying Yu, “China's Hybrid Warfare and Taiwan: How China could use 'fake news' and ... misinformation-actions/>. ... amend the law to punish fake news. Further, ...",,misinformation,China,29/7/19,30/7/19,0.32515255,513
Tracking Digital Disinformation in the 2019 Philippine Midterm Election,https://www.newmandala.org/wp-content/uploads/2019/08/Digital-Disinformation-2019-Midterms.pdf,"Aug 8, 2019 ... distinguishes disinformation from misinformation ... Activists burn a mock Chinese flag with a map of the South China sea during a protest in ... anti-fake news law ...",,misinformation,China,7/8/19,8/8/19,0.42439964,514
Tracking Digital Disinformation in the 2019 Philippine Midterm Election,https://www.newmandala.org/wp-content/uploads/2019/08/Digital-Disinformation-2019-Midterms.pdf,"Aug 8, 2019 ... distinguishes disinformation from misinformation ... Activists burn a mock Chinese flag with a map of the South China sea during a protest in ... anti-fake news law ...",,misinformation,China,8/8/19,9/8/19,0.42439964,515
Regulatory Guide RG 247 Effective disclosure in an operating and ...,https://download.asic.gov.au/media/5230063/rg247-published-12-august-2019.pdf,"Aug 12, 2019 ... legislation (primarily the Corporations Act) ... The responsibility of assessing whether the OFR requirements are satisfied lies ultimately with the directors.",,misinformation,China,11/8/19,12/8/19,0.31791067,516
Regulatory Guide RG 247 Effective disclosure in an operating and ...,https://download.asic.gov.au/media/5230063/rg247-published-12-august-2019.pdf,"Aug 12, 2019 ... legislation (primarily the Corporations Act) ... The responsibility of assessing whether the OFR requirements are satisfied lies ultimately with the directors.",,misinformation,China,12/8/19,13/8/19,0.31791067,517
White Noise: Pro-Government Tactics to Shape Xinjiang Discourse ...,https://gsp.yale.edu/sites/default/files/gsp-made-wp2-lam-lange-white-noise.pdf,"Aug 15, 2019 ... Despite Twitter being blocked in China, tweets classified as supportive of. Chinese state narratives accounted for a relatively high proportion of the ...",,misinformation,China,14/8/19,15/8/19,0.35731962,518
"Social Media, Disinformation and Electoral Integrity: IFES Working ...",https://www.eods.eu/library/IFES_2019_SocialMediaDisinfromationElectoralIntegrity.pdf,"Aug 16, 2019 ... by IFES to conduct a global survey of legal and regulatory responses to disinformation. ... misinformation online. ... China's. Development Finance to Africa: A ...",,misinformation,China,15/8/19,16/8/19,0.48268902,519
White Noise: Pro-Government Tactics to Shape Xinjiang Discourse ...,https://gsp.yale.edu/sites/default/files/gsp-made-wp2-lam-lange-white-noise.pdf,"Aug 15, 2019 ... Despite Twitter being blocked in China, tweets classified as supportive of. Chinese state narratives accounted for a relatively high proportion of the ...",,misinformation,China,15/8/19,16/8/19,0.35731962,520
"Social Media, Disinformation and Electoral Integrity: IFES Working ...",https://www.eods.eu/library/IFES_2019_SocialMediaDisinfromationElectoralIntegrity.pdf,"Aug 16, 2019 ... by IFES to conduct a global survey of legal and regulatory responses to disinformation. ... misinformation online. ... China's. Development Finance to Africa: A ...",,misinformation,China,16/8/19,17/8/19,0.48268902,521
The Geopolitics of Information,https://www.belfercenter.org/sites/default/files/2019-08/GeopoliticsInformation.pdf,"Aug 31, 2019 ... emanated from China, and that18 an aspiring world AI-leader like China ... from foreign disinformation ... to pass a national law that will protect user data, ...",,misinformation,China,31/8/19,1/9/19,0.4038894,522
Misinformation spreading on correlated multiplex networks,https://arxiv.org/pdf/1909.00397,"Sep 1, 2019 ... ... misinformation from multiple platforms. ... follows a power-law distribution, is p(k) ∼ k−α, where α ... This work was partially supported by the China Post-.",,misinformation,China,31/8/19,1/9/19,0.3977697,523
Misinformation spreading on correlated multiplex networks,https://arxiv.org/pdf/1909.00397,"Sep 1, 2019 ... ... misinformation from multiple platforms. ... follows a power-law distribution, is p(k) ∼ k−α, where α ... This work was partially supported by the China Post-.",,misinformation,China,1/9/19,2/9/19,0.3977697,524
The Global Disinformation Order 2019: Global Inventory of ...,https://demtech.oii.ox.ac.uk/wp-content/uploads/sites/12/2019/09/CyberTroop-Report19.pdf,"Sep 4, 2019 ... China Flexes its Misinformation Muscle. Until ... https://theintercept.com/2015/06/22/controversial-gchq-unit-domestic- law-enforcement-propaganda/ (April 10, ...",,misinformation,China,3/9/19,4/9/19,0.51382065,525
The Global Disinformation Order 2019: Global Inventory of ...,https://demtech.oii.ox.ac.uk/wp-content/uploads/sites/12/2019/09/CyberTroop-Report19.pdf,"Sep 4, 2019 ... China Flexes its Misinformation Muscle. Until ... https://theintercept.com/2015/06/22/controversial-gchq-unit-domestic- law-enforcement-propaganda/ (April 10, ...",,misinformation,China,4/9/19,5/9/19,0.51382065,526
THE ROLE OF DEEPFAKES IN MALIGN INFLUENCE CAMPAIGNS,https://stratcomcoe.org/cuploads/pfiles/web_deep_fakes_report_11-08-2019.pdf,"Sep 6, 2019 ... disinformation aims. ... U of Texas Law, Public Law Research Paper No. 692 ... 32 Warren Strobel, Jonathan Landay, 'Exclusive: U.S. Accuses. China of “Super ...",,misinformation,China,5/9/19,6/9/19,0.36675614,527
An Investigation Into Foreign Entities Who Are Targeting ...,https://vva.org/wp-content/uploads/2019/09/VVA-Investigation.pdf,"Sep 7, 2019 ... It is essential to have laws that make certain all evidence of cybercrimes and foreign disinformation campaigns are preserved and that statutes of limitation.",,misinformation,China,6/9/19,7/9/19,0.33346176,528
THE ROLE OF DEEPFAKES IN MALIGN INFLUENCE CAMPAIGNS,https://stratcomcoe.org/cuploads/pfiles/web_deep_fakes_report_11-08-2019.pdf,"Sep 6, 2019 ... disinformation aims. ... U of Texas Law, Public Law Research Paper No. 692 ... 32 Warren Strobel, Jonathan Landay, 'Exclusive: U.S. Accuses. China of “Super ...",,misinformation,China,6/9/19,7/9/19,0.36675614,529
An Investigation Into Foreign Entities Who Are Targeting ...,https://vva.org/wp-content/uploads/2019/09/VVA-Investigation.pdf,"Sep 7, 2019 ... It is essential to have laws that make certain all evidence of cybercrimes and foreign disinformation campaigns are preserved and that statutes of limitation.",,misinformation,China,7/9/19,8/9/19,0.33346176,530
"Taiwan Security Brief: Disinformation, Cybersecurity, & Energy ...",https://www.stimson.org/wp-content/files/file-attachments/StimsonTaiwanSecurityBrief2019.pdf,"Sep 12, 2019 ... en existing pieces of legislation to fight false narratives and disinformation. ... misinformation and disinformation ... See Chien Li-chung et al, “China using ...",,misinformation,China,11/9/19,12/9/19,0.30785292,531
"Taiwan Security Brief: Disinformation, Cybersecurity, & Energy ...",https://www.stimson.org/wp-content/files/file-attachments/StimsonTaiwanSecurityBrief2019.pdf,"Sep 12, 2019 ... en existing pieces of legislation to fight false narratives and disinformation. ... misinformation and disinformation ... See Chien Li-chung et al, “China using ...",,misinformation,China,12/9/19,13/9/19,0.30785292,532
"Facebook's Algorithms, Fake News, and Taiwan's 2018 Local ...",https://www.econstor.eu/bitstream/10419/205174/1/Chen-Wen.pdf,"Sep 14, 2019 ... Overall, the regional election results favourable to the pro-China KMT struck a great blow to the Taiwanese government led by the DPP (“Five”, 2018). While Ko's ...",,misinformation,China,13/9/19,14/9/19,0.34487495,533
"Facebook's Algorithms, Fake News, and Taiwan's 2018 Local ...",https://www.econstor.eu/bitstream/10419/205174/1/Chen-Wen.pdf,"Sep 14, 2019 ... Overall, the regional election results favourable to the pro-China KMT struck a great blow to the Taiwanese government led by the DPP (“Five”, 2018). While Ko's ...",,misinformation,China,14/9/19,15/9/19,0.34487495,534
Government Responses to Disinformation on Social Media ...,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1180&context=scholcom,"Sep 17, 2019 ... Despite the strict regulation of the media and internet, misinformation, or what Chinese laws and domestic media often refer to as “rumors,” still appears ...",,misinformation,China,16/9/19,17/9/19,0.5884765,535
Government Responses to Disinformation on Social Media ...,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1180&context=scholcom,"Sep 17, 2019 ... Despite the strict regulation of the media and internet, misinformation, or what Chinese laws and domestic media often refer to as “rumors,” still appears ...",,misinformation,China,17/9/19,18/9/19,0.5884765,536
Responsibility and AI,https://rm.coe.int/responsability-and-ai-en/168097d9c5,"Sep 21, 2019 ... ... law lies primarily on nation states, given that ... China surveillance powers.' 19 June. The ... approximation of the laws, regulations and administrative ...",,misinformation,China,20/9/19,21/9/19,0.32508826,537
Responsibility and AI,https://rm.coe.int/responsability-and-ai-en/168097d9c5,"Sep 21, 2019 ... ... law lies primarily on nation states, given that ... China surveillance powers.' 19 June. The ... approximation of the laws, regulations and administrative ...",,misinformation,China,21/9/19,22/9/19,0.32508826,538
"Analysing the behavioural finance impact of ""fake news ...",https://www.econstor.eu/bitstream/10419/237284/1/1765193044.pdf,"Sep 28, 2019 ... This is conducted as a novel event study over the 2019 Chinese. ADR Delisting Threat fake news and debunking event—one of the only large-sample events which ...",,misinformation,China,27/9/19,28/9/19,0.42758122,539
"Analysing the behavioural finance impact of ""fake news ...",https://www.econstor.eu/bitstream/10419/237284/1/1765193044.pdf,"Sep 28, 2019 ... This is conducted as a novel event study over the 2019 Chinese. ADR Delisting Threat fake news and debunking event—one of the only large-sample events which ...",,misinformation,China,28/9/19,29/9/19,0.42758122,540
"Subverting the Art of Diplomacy: Bullshit, Lies and Trump | AVESİS",https://avesis.erciyes.edu.tr/yayin/d66e2364-05a4-447b-9e38-68d862e5ee76/subverting-the-art-of-diplomacy-bullshit-lies-and-trump/document.pdf,"Oct 1, 2019 ... Diplomacy is essential for mediating between states to find resolution, compromise, and agreement, often in challenging situations, with grace and foresight.",,misinformation,China,30/9/19,1/10/19,0.3747126,541
"Subverting the Art of Diplomacy: Bullshit, Lies and Trump | AVESİS",https://avesis.erciyes.edu.tr/yayin/d66e2364-05a4-447b-9e38-68d862e5ee76/subverting-the-art-of-diplomacy-bullshit-lies-and-trump/document.pdf,"Oct 1, 2019 ... Diplomacy is essential for mediating between states to find resolution, compromise, and agreement, often in challenging situations, with grace and foresight.",,misinformation,China,1/10/19,2/10/19,0.3747126,542
EU–US Cooperation on Tackling Disinformation,https://www.chathamhouse.org/sites/default/files/2019-10-03-EU-US-TacklingDisinformation.pdf,"Oct 3, 2019 ... and Myers, S. L. (2019), 'China is waging a disinformation ... misinformation-law-to-court. (accessed 7 Mar. 2019) ... (2019), 'YouTube pressured to ban Chinese ...",,misinformation,China,2/10/19,3/10/19,0.46308565,543
Prediction and Judgment,https://direct.mit.edu/isec/article-pdf/46/3/7/1995768/isec_a_00425.pdf,"Oct 3, 2019 ... giving China or some other adversary a ... The partition of judgment tasks itself is an act of judgment. ... disinformation and influence campaigns to generate ...",,misinformation,China,2/10/19,3/10/19,0.36186188,544
EU–US Cooperation on Tackling Disinformation,https://www.chathamhouse.org/sites/default/files/2019-10-03-EU-US-TacklingDisinformation.pdf,"Oct 3, 2019 ... and Myers, S. L. (2019), 'China is waging a disinformation ... misinformation-law-to-court. (accessed 7 Mar. 2019) ... (2019), 'YouTube pressured to ban Chinese ...",,misinformation,China,3/10/19,4/10/19,0.46308565,545
Prediction and Judgment,https://direct.mit.edu/isec/article-pdf/46/3/7/1995768/isec_a_00425.pdf,"Oct 3, 2019 ... giving China or some other adversary a ... The partition of judgment tasks itself is an act of judgment. ... disinformation and influence campaigns to generate ...",,misinformation,China,3/10/19,4/10/19,0.36186188,546
NATO StratCom - ATTRIBUTING INFORMATION INFLUENCE ...,https://stratcomcoe.org/publications/download/Nato-Attributing-Information-Influence-Operations-DIGITAL-v4.pdf,"Oct 8, 2019 ... 27. Attribution terms used include, “the Kremlin's hostile propaganda,”28 “Kremlin-backed disinformation” and “pro-Kremlin disinformation outlets.”29 The ...",,misinformation,China,7/10/19,8/10/19,0.32409942,547
NATO StratCom - ATTRIBUTING INFORMATION INFLUENCE ...,https://stratcomcoe.org/publications/download/Nato-Attributing-Information-Influence-Operations-DIGITAL-v4.pdf,"Oct 8, 2019 ... 27. Attribution terms used include, “the Kremlin's hostile propaganda,”28 “Kremlin-backed disinformation” and “pro-Kremlin disinformation outlets.”29 The ...",,misinformation,China,8/10/19,9/10/19,0.32409942,548
Guide to guarantee freedom of expression regarding deliberate ...,https://www.oas.org/en/iachr/expression/publications/Guia_Desinformacion_VF%20ENG.pdf,"Oct 15, 2019 ... Constitutional Law and Human Rights, UP/UBA ... misinformation. In that sense, both the Com ... Germany and France, as well as China, Bangladesh, Cambodia,.",,misinformation,China,14/10/19,15/10/19,0.3444385,549
Guide to guarantee freedom of expression regarding deliberate ...,https://www.oas.org/en/iachr/expression/publications/Guia_Desinformacion_VF%20ENG.pdf,"Oct 15, 2019 ... Constitutional Law and Human Rights, UP/UBA ... misinformation. In that sense, both the Com ... Germany and France, as well as China, Bangladesh, Cambodia,.",,misinformation,China,15/10/19,16/10/19,0.3444385,550
Disinformation and propaganda: impact on the functioning of the ...,https://www.europarl.europa.eu/RegData/etudes/STUD/2021/653633/EXPO_STU(2021)653633_EN.pdf,"Oct 22, 2019 ... delivered a report to the Legislative Yuan entitled 'Countermeasures Against Chinese Disinformation. 211 'Taiwan passes law to combat Chinese influence on ...",,misinformation,China,21/10/19,22/10/19,0.55163413,551
Disinformation and propaganda: impact on the functioning of the ...,https://www.europarl.europa.eu/RegData/etudes/STUD/2021/653633/EXPO_STU(2021)653633_EN.pdf,"Oct 22, 2019 ... delivered a report to the Legislative Yuan entitled 'Countermeasures Against Chinese Disinformation. 211 'Taiwan passes law to combat Chinese influence on ...",,misinformation,China,22/10/19,23/10/19,0.55163413,552
Fake news: Acceptance by demographics and culture on social media,https://www.tandfonline.com/doi/pdf/10.1080/19331681.2019.1686676,"Nov 1, 2019 ... (2016) investigated social media use among graduate students in India, China, and the. United States. However, they argue that future research should further ...",,misinformation,China,1/11/19,2/11/19,0.35723785,553
THE DEMOCRACY PLAYBOOK: Preventing and Reversing ...,https://www.brookings.edu/wp-content/uploads/2019/11/the-democracy-playbook_preventing-and-reversing-democratic-backsliding.pdf,"Nov 4, 2019 ... hostile rhetoric amplified by pro-regime press, legal and regulatory constraints, outright cen- ... corrupt actors in countries such as China, Russia, Ukraine, ...",,misinformation,China,3/11/19,4/11/19,0.34897634,554
Online Disinformation and Political Discourse: Applying a Human ...,https://www.chathamhouse.org/sites/default/files/2019-11-05-Online-Disinformation-Human-Rights.pdf,"Nov 5, 2019 ... China, and VK and OK in Russia – deserve ... misinformation').16. Although standard definitions of 'disinformation' do ... (2018), 'Fake News and International Law ...",,misinformation,China,4/11/19,5/11/19,0.50805295,555
Online Disinformation and Political Discourse: Applying a Human ...,https://www.chathamhouse.org/sites/default/files/2019-11-05-Online-Disinformation-Human-Rights.pdf,"Nov 5, 2019 ... China, and VK and OK in Russia – deserve ... misinformation').16. Although standard definitions of 'disinformation' do ... (2018), 'Fake News and International Law ...",,misinformation,China,5/11/19,6/11/19,0.50805295,556
Hijacking our Heroes: Exploiting Veterans Through Disinformation ...,https://docs.house.gov/meetings/VR/VR00/20191113/110183/HHRG-116-VR00-Wstate-BarashV-20191113.pdf,"Nov 13, 2019 ... Trump, the page posted images and text on the subject of American politics. These images were supportive of Russian President Vladimir Putin, hostile to law ...",,misinformation,China,12/11/19,13/11/19,0.49895722,557
Hijacking our Heroes: Exploiting Veterans Through Disinformation ...,https://docs.house.gov/meetings/VR/VR00/20191113/110183/HHRG-116-VR00-Wstate-BarashV-20191113.pdf,"Nov 13, 2019 ... Trump, the page posted images and text on the subject of American politics. These images were supportive of Russian President Vladimir Putin, hostile to law ...",,misinformation,China,13/11/19,14/11/19,0.49895722,558
Misinformation: We're Four Steps Behind Its Creators,https://cyber.harvard.edu/sites/default/files/2019-11/Comparative%20Approaches%20to%20Disinformation%20-%20John%20Gray%20Abstract.pdf,"Nov 13, 2019 ... are already about human influence systems; and legitimacy, legal and ethical constraints on response. On July 27, 2019, The Credibility Coalition Misinfosec ...",,misinformation,China,13/11/19,14/11/19,0.5623166,559
SCALING BACK CORRUPTION - A GUIDE ON ADDRESSING ...,https://www.unodc.org/documents/corruption/Publications/2019/19-08373_Scaling_Back_Corruption_ebook.pdf,"Nov 15, 2019 ... (2017); WWF/Dalberg, Fighting illicit wildlife trafficking: A consultation with government (2012); UNODC, Guide on Drafting Legislation to Combat Wildlife Crime ...",,misinformation,China,14/11/19,15/11/19,0.34491646,560
Submission to Harvard University Disinformation in Comparative ...,https://cyber.harvard.edu/sites/default/files/2019-11/Comparative%20Approaches%20to%20Disinformation%20-%20Jose%20Mari%20Hall%20Lanuza%20Slides.pdf,"Nov 16, 2019 ... The Philippines' proximity to other Southeast Asian countries with fake news laws that can be weaponized to curb free speech and silence dissent heightens the ...",,misinformation,China,16/11/19,17/11/19,0.33264226,561
Measuring distortions in international markets,https://one.oecd.org/document/TAD/TC(2019)9/FINAL/En/pdf,"Nov 21, 2019 ... Around the same time, however,. Chinese Taipei signed with China the Export Promotion and Cooperation Agreement “that ... lies in the behaviour of their ...",,misinformation,China,20/11/19,21/11/19,0.36586866,562
Countering disinformation: News media and legal resilience,https://www.hybridcoe.fi/wp-content/uploads/2020/07/News-Media-and-Legal-Resilience_2019_HCPaper-ISSN.pdf,"Nov 22, 2019 ... Both cases – the Notre Dame fire and the Yellow Vests – prove that media owned and financed by Russia or China can, for example, exploit the rights and freedoms ...",,misinformation,China,21/11/19,22/11/19,0.47688627,563
Measuring distortions in international markets,https://one.oecd.org/document/TAD/TC(2019)9/FINAL/En/pdf,"Nov 21, 2019 ... Around the same time, however,. Chinese Taipei signed with China the Export Promotion and Cooperation Agreement “that ... lies in the behaviour of their ...",,misinformation,China,21/11/19,22/11/19,0.36586866,564
Countering disinformation: News media and legal resilience,https://www.hybridcoe.fi/wp-content/uploads/2020/07/News-Media-and-Legal-Resilience_2019_HCPaper-ISSN.pdf,"Nov 22, 2019 ... Both cases – the Notre Dame fire and the Yellow Vests – prove that media owned and financed by Russia or China can, for example, exploit the rights and freedoms ...",,misinformation,China,22/11/19,23/11/19,0.47688627,565
"How AI changes the way disinformation is produced, disseminated ...",https://www.shrmonitor.org/assets/uploads/2019/11/SHRM-Kertysova.pdf,"Nov 25, 2019 ... 2016 Election: The Challenge of Automated Political Communication for Election Law and Administration,”. Journal of Information Technology & Politics 15, no. 2 ...",,misinformation,China,25/11/19,26/11/19,0.45722324,566
FAKE NEWS ON SOCIAL MEDIA: PEOPLE BELIEVE WHAT THEY ...,https://misq.umn.edu/skin/frontend/default/misq/pdf/appendices/2019/V43I4Appendices/15_15505_RN_MoravecAppendices.pdf,"Dec 3, 2019 ... Law to Require All Doctors to Conduct Ultrasound and ""Describe Image of Fetus Before ... China to Discontinue all Trade with the United States ... Thus, on social ...",,misinformation,China,2/12/19,3/12/19,0.39998698,567
THE ART OF DECEIT: HOW CHINA AND RUSSIA USE SHARP ...,https://henryjacksonsociety.org/wp-content/uploads/2019/12/HJS-Sharp-Power-Report-FINAL.pdf,"Dec 4, 2019 ... disinformationreport.blob.core.windows.net/disinformation-report/NewKnowledge-Disinformation-Report-. Whitepaper. ... of law may be reported to the Chinese ...",,misinformation,China,3/12/19,4/12/19,0.3870066,568
THE ART OF DECEIT: HOW CHINA AND RUSSIA USE SHARP ...,https://henryjacksonsociety.org/wp-content/uploads/2019/12/HJS-Sharp-Power-Report-FINAL.pdf,"Dec 4, 2019 ... disinformationreport.blob.core.windows.net/disinformation-report/NewKnowledge-Disinformation-Report-. Whitepaper. ... of law may be reported to the Chinese ...",,misinformation,China,4/12/19,5/12/19,0.3870066,569
Influencing the Narrative: How the Chinese Government Mobilizes ...,https://docs.aiddata.org/ad4/pdfs/Influencing_the_Narrative_Report.pdf,"Dec 11, 2019 ... ... misconceptions about Chinese people, and by extension, improve perceptions of China ... China's Central Propaganda Department Takes over Regulation of All Media.",,misinformation,China,10/12/19,11/12/19,0.31341866,570
The First Amendment and Modern Technology: The Free Speech ...,https://repository.uclawsf.edu/cgi/viewcontent.cgi?article=2110&context=hastings_constitutional_law_quaterly,"Dec 12, 2019 ... different chatbot with the same code, XiaoIce, in China, demonstrated significantly different interactions with users. ... laws would resemble the ...",,misinformation,China,12/12/19,13/12/19,0.3127538,571
INFLUENCING POLICYMAKERS WITH FAKE MEDIA OUTLETS,https://www.disinfo.eu/wp-content/uploads/2020/01/20191213_InfluencingPolicymakers-with-Fake-media-outlets.pdf,"Dec 16, 2019 ... ties between China and Pakistan, would affect the Baluchistan people. ... Favouring collective intelligence with agile regulation ... disinformation-regulatory-.",,misinformation,China,16/12/19,17/12/19,0.5759444,572
Containing misinformation spreading in temporal social networks,https://pubs.aip.org/aip/cha/article-pdf/doi/10.1063/1.5114853/14625547/123131_1_online.pdf,"Dec 20, 2019 ... spread across Guangzhou, China in 2003, the Chinese Southern. Weekly published a newspaper article entitled “There is a Fatal Flu in Guangzhou.” This ...",,misinformation,China,19/12/19,20/12/19,0.50118095,573
Containing misinformation spreading in temporal social networks,https://pubs.aip.org/aip/cha/article-pdf/doi/10.1063/1.5114853/14625547/123131_1_online.pdf,"Dec 20, 2019 ... spread across Guangzhou, China in 2003, the Chinese Southern. Weekly published a newspaper article entitled “There is a Fatal Flu in Guangzhou.” This ...",,misinformation,China,20/12/19,21/12/19,0.50118095,574
The Role of Health Literacy on Credibility Judgment of Online Health ...,https://ieeexplore.ieee.org/iel7/8895688/8904471/08904844.pdf,"Dec 22, 2019 ... Judgment of Online Health Misinformation. Shijie Song. School of Information. Management. Nanjing University. Nanjing, China ssong@smail.nju.edu.cn. Yuxiang ...",,misinformation,China,22/12/19,23/12/19,0.34937054,575
Containing rumors spreading on correlated multiplex networks,https://arxiv.org/pdf/1912.11196,"Dec 24, 2019 ... Electronic Science and Technology of China, Chengdu, 611731, China. 3 Cybersecurity Research Institute, Sichuan University, Chengdu 610065, China. E-mail ...",,misinformation,China,23/12/19,24/12/19,0.32950705,576
National Counterintelligence Strategy of the United States of ...,https://www.dni.gov/files/NCSC/documents/features/20200205-National_CI_Strategy_2020_2022.pdf,"Dec 25, 2019 ... Russia and China operate globally, use all instruments of national power to target the United States, and have a broad range of sophisticated intelligence ...",,misinformation,China,24/12/19,25/12/19,0.37120187,577
Containing rumors spreading on correlated multiplex networks,https://arxiv.org/pdf/1912.11196,"Dec 24, 2019 ... Electronic Science and Technology of China, Chengdu, 611731, China. 3 Cybersecurity Research Institute, Sichuan University, Chengdu 610065, China. E-mail ...",,misinformation,China,24/12/19,25/12/19,0.32950705,578
National Counterintelligence Strategy of the United States of ...,https://www.dni.gov/files/NCSC/documents/features/20200205-National_CI_Strategy_2020_2022.pdf,"Dec 25, 2019 ... Russia and China operate globally, use all instruments of national power to target the United States, and have a broad range of sophisticated intelligence ...",,misinformation,China,25/12/19,26/12/19,0.37120187,579
